destination,source,balance
Sweden,Armenia,939195
Seychelles,Armenia,20160
Syria,Armenia,56644437
Thailand,Armenia,905621
Tajikistan,Armenia,1713587
Turkmenistan,Armenia,5106902
Turkey,Armenia,2193273
Tanzania,Armenia,43873
Ukraine,Armenia,24571291
Uruguay,Armenia,20250
United States,Armenia,53444571
Uzbekistan,Armenia,2679021
Vietnam,Armenia,600911
Yemen,Armenia,242176
South Africa,Armenia,17057
Aruba,Antigua and Barbuda,3703
Anguilla,Antigua and Barbuda,268187
Albania,Antigua and Barbuda,73708
United Arab Emirates,Antigua and Barbuda,19728410
American Samoa,Antigua and Barbuda,696
Australia,Antigua and Barbuda,3592
Bonaire,Antigua and Barbuda,3096
Bahamas,Antigua and Barbuda,29841
Belize,Antigua and Barbuda,1222
Bermuda,Antigua and Barbuda,17199
Brazil,Antigua and Barbuda,29684
Barbados,Antigua and Barbuda,280468
Canada,Antigua and Barbuda,154214
Switzerland,Antigua and Barbuda,70385
Chile,Antigua and Barbuda,20527
China,Antigua and Barbuda,18802
Costa Rica,Antigua and Barbuda,1227
Curacao,Antigua and Barbuda,4813
Cayman Islands,Antigua and Barbuda,2163
Germany,Antigua and Barbuda,138309
Dominica,Antigua and Barbuda,554959
Denmark,Antigua and Barbuda,1666
Dominican Republic,Antigua and Barbuda,65351
Spain,Antigua and Barbuda,211739
France,Antigua and Barbuda,658102
United Kingdom,Antigua and Barbuda,216686
Gibraltar,Antigua and Barbuda,114874
Grenada,Antigua and Barbuda,205831
Guyana,Antigua and Barbuda,14527
Hong Kong,Antigua and Barbuda,975096
Haiti,Antigua and Barbuda,266
India,Antigua and Barbuda,12962
Ireland,Antigua and Barbuda,19622
Italy,Antigua and Barbuda,1395
Jamaica,Antigua and Barbuda,98787
St Kitts and Nevis,Antigua and Barbuda,726699
Saint Lucia,Antigua and Barbuda,1181855
Mexico,Antigua and Barbuda,294
Malta,Antigua and Barbuda,2379
Montserrat,Antigua and Barbuda,406013
Mauritius,Antigua and Barbuda,4236
Malaysia,Antigua and Barbuda,11111
Nigeria,Antigua and Barbuda,10465
Netherlands,Antigua and Barbuda,2850516
Pakistan,Antigua and Barbuda,14074
Panama,Antigua and Barbuda,42338
Portugal,Antigua and Barbuda,76675
Saint Maarten,Antigua and Barbuda,2244623
Thailand,Antigua and Barbuda,64814
Trinidad And Tobago,Antigua and Barbuda,443766
United States,Antigua and Barbuda,3664582
St Vincent and the Grenadines,Antigua and Barbuda,414922
Vanuatu,Antigua and Barbuda,1178
Afghanistan,Australia,660994
Angola,Australia,3071837
Albania,Australia,1401845
United Arab Emirates,Australia,2526467683
Argentina,Australia,214830652
Armenia,Australia,726818
American Samoa,Australia,7653269
Antarctica,Australia,4091608
Antigua and Barbuda,Australia,608258
Austria,Australia,21388113
Azerbaijan,Australia,1010535
Burundi,Australia,44345
Belgium,Australia,946518066
Benin,Australia,491995
Burkina Faso,Australia,9881413
Bangladesh,Australia,635876493
Bulgaria,Australia,17743279
Bahrain,Australia,824211580
Bahamas,Australia,2623408
Bosnia And Herzegovina,Australia,435955
Belarus,Australia,3067130
Belize,Australia,244915
Bermuda,Australia,1250351
Bolivia,Australia,453423
Brazil,Australia,705180564
Barbados,Australia,1988081
Brunei,Australia,35394606
Bhutan,Australia,246783
Botswana,Australia,12704073
Central African Republic,Australia,494168
Canada,Australia,1517281471
Switzerland,Australia,1316356495
Chile,Australia,227386810
China,Australia,102995845332
Ivory Coast,Australia,53253124
Cameroon,Australia,912969
Congo,Australia,2270655
Republic of the Congo,Australia,168444
Cook Islands,Australia,7726463
Colombia,Australia,25499080
Cape Verde,Australia,526865
Costa Rica,Australia,2370556
Cuba,Australia,415379
Curacao,Australia,296870
Cayman Islands,Australia,706363
Cyprus,Australia,6198815
Czech Republic,Australia,90794163
Germany,Australia,1703920091
Djibouti,Australia,1253720
Dominica,Australia,267913
Denmark,Australia,85053822
Dominican Republic,Australia,11042103
Algeria,Australia,2990838
Ecuador,Australia,9154807
Egypt,Australia,366113659
Eritrea,Australia,3620310
Spain,Australia,313874275
Estonia,Australia,9112449
Ethiopia,Australia,1295383
Finland,Australia,52089502
Fiji,Australia,316112272
Falkland Islands,Australia,173500
France,Australia,1092134445
FS Micronesia,Australia,3464507
Gabon,Australia,1419377
United Kingdom,Australia,10570263966
Georgia,Australia,59467494
Ghana,Australia,64233814
Gibraltar,Australia,100168
Guinea,Australia,3821602
Gambia,Australia,115736
Guinea Bissau,Australia,85398
Equatorial Guinea,Australia,350881
Greece,Australia,24645467
Grenada,Australia,315010
Guatemala,Australia,3121370
Guam,Australia,6822958
Guyana,Australia,4119443
Hong Kong,Australia,5169101721
Honduras,Australia,1704488
Croatia,Australia,2459867
Haiti,Australia,165214
Hungary,Australia,43156198
Indonesia,Australia,4099330290
India,Australia,9702220327
Ireland,Australia,62923117
Iran,Australia,40989643
Iraq,Australia,17700328
Iceland,Australia,181263007
Israel,Australia,195374209
Italy,Australia,464110487
Jamaica,Australia,22185466
Jordan,Australia,105113383
Japan,Australia,39454955160
Kazakhstan,Australia,17522836
Kenya,Australia,49152104
Kyrgyzstan,Australia,3770428
Cambodia,Australia,59071985
Kiribati,Australia,13367261
St Kitts and Nevis,Australia,731719
South Korea,Australia,17463868866
Kuwait,Australia,306446415
Laos,Australia,19273061
Lebanon,Australia,29027624
Liberia,Australia,548515
Libya,Australia,2730004
Saint Lucia,Australia,1484861
Sri Lanka,Australia,156406880
Lesotho,Australia,21644
Lithuania,Australia,5011315
Luxembourg,Australia,14411247
Latvia,Australia,18005559
Macau,Australia,42601922
Morocco,Australia,12006865
Moldova,Australia,26739
Madagascar,Australia,18437725
Maldives,Australia,40877993
Mexico,Australia,190329941
Marshall Islands,Australia,3753694
Macedonia,Australia,1268367
Mali,Australia,6251587
Malta,Australia,4233294
Myanmar,Australia,94265346
Mongolia,Australia,32913075
Northern Mariana Islands,Australia,1294948
Mozambique,Australia,351974711
Mauritania,Australia,6456322
Mauritius,Australia,68679828
Malawi,Australia,209656
Malaysia,Australia,6183516769
Namibia,Australia,7632116
New Caledonia,Australia,327324023
Niger,Australia,68334
Norfolk Island,Australia,8466333
Nigeria,Australia,58764449
Nicaragua,Australia,590998
Niue,Australia,595253
Netherlands,Australia,2167155770
Norway,Australia,157026473
Nepal,Australia,26898303
Nauru,Australia,31178063
New Zealand,Australia,7076784836
Oman,Australia,277773556
Pakistan,Australia,230424630
Panama,Australia,62042812
Pitcairn Islands,Australia,176544
Peru,Australia,61929538
Philippines,Australia,1917633955
Palau,Australia,989174
Papua New Guinea,Australia,1754288356
Poland,Australia,398159889
Portugal,Australia,11347730
Paraguay,Australia,791588
French Polynesia,Australia,41044891
Qatar,Australia,572624259
Romania,Australia,22347631
Russia,Australia,509630515
Rwanda,Australia,266383
Saudi Arabia,Australia,572064561
Sudan,Australia,7056957
Senegal,Australia,18553888
Singapore,Australia,8371746646
St Helena,Australia,544902
Solomon Islands,Australia,81124975
Sierra Leone,Australia,1319354
El Salvador,Australia,6356855
Somalia,Australia,1194822
St Pierre and Miquelon,Australia,2984
Serbia,Australia,1039036
South Sudan,Australia,91651
Suriname,Australia,12529104
Slovakia,Australia,2936409
Slovenia,Australia,67939467
Sweden,Australia,349786135
Swaziland,Australia,45267
Seychelles,Australia,6789160
Syria,Australia,891153
Turks and Caicos Isds,Australia,4851
Chad,Australia,29591
Togo,Australia,5035510
Thailand,Australia,3062922806
Tajikistan,Australia,19446
Turkmenistan,Australia,37095
Tonga,Australia,13925948
Trinidad And Tobago,Australia,25155229
Tunisia,Australia,1623788
Turkey,Australia,339478584
Tuvalu,Australia,2715179
Tanzania,Australia,34450812
Uganda,Australia,1479893
Ukraine,Australia,58491315
Uruguay,Australia,18003010
United States,Australia,10170511488
Uzbekistan,Australia,525167
St Vincent and the Grenadines,Australia,968907
Venezuela,Australia,4417993
Vietnam,Australia,4205898829
Vanuatu,Australia,57410141
Wallis and Futuna,Australia,2931305
Samoa,Australia,36710742
Yemen,Australia,176223858
South Africa,Australia,1061008644
Zambia,Australia,8251430
Zimbabwe,Australia,1800376
Aruba,Austria,822740
Afghanistan,Austria,9335056
Angola,Austria,5993990
Anguilla,Austria,107062
Albania,Austria,63186189
Andorra,Austria,7942983
United Arab Emirates,Austria,534545868
Argentina,Austria,147445319
Armenia,Austria,30609260
American Samoa,Austria,10034
Antigua and Barbuda,Austria,294934
Australia,Austria,1712828719
Azerbaijan,Austria,85635922
Burundi,Austria,354650
Belgium,Austria,3147090760
Benin,Austria,10722228
Bonaire,Austria,93337
Burkina Faso,Austria,2077107
Bangladesh,Austria,103581492
Bulgaria,Austria,909382986
Bahrain,Austria,27760514
Bahamas,Austria,6660993
Bosnia And Herzegovina,Austria,498023156
Saint Barthélemy,Austria,31076
Belarus,Austria,141340048
Belize,Austria,4013155
Bermuda,Austria,902862
Bolivia,Austria,18916089
Brazil,Austria,845744551
Barbados,Austria,512566
Brunei,Austria,6345328
Bhutan,Austria,1117394
Botswana,Austria,5145445
Central African Republic,Austria,473943
Canada,Austria,1424575664
Switzerland,Austria,8603526899
Chile,Austria,220784275
China,Austria,4981008011
Ivory Coast,Austria,32607634
Cameroon,Austria,6519624
Congo,Austria,8193992
Republic of the Congo,Austria,1926336
Colombia,Austria,142806011
Comoros,Austria,9874
Cape Verde,Austria,640862
Costa Rica,Austria,20303672
Cuba,Austria,10882895
Curacao,Austria,1118807
Cayman Islands,Austria,635832
Cyprus,Austria,76233126
Czech Republic,Austria,6023591381
Germany,Austria,50107811072
Djibouti,Austria,3390987
Dominica,Austria,245505
Denmark,Austria,837177770
Dominican Republic,Austria,23205539
Algeria,Austria,311603157
Ecuador,Austria,49909384
Egypt,Austria,270432094
Eritrea,Austria,660867
Spain,Austria,2773093778
Estonia,Austria,169162700
Ethiopia,Austria,18570435
Finland,Austria,722487410
Fiji,Austria,1381376
Falkland Islands,Austria,6168
France,Austria,7501371628
Faroe Islands,Austria,937188
FS Micronesia,Austria,12642
Gabon,Austria,4133593
United Kingdom,Austria,4944639584
Georgia,Austria,81396709
Ghana,Austria,16987108
Gibraltar,Austria,14835615
Guinea,Austria,6794417
Gambia,Austria,1295846
Guinea Bissau,Austria,33095
Equatorial Guinea,Austria,305210
Greece,Austria,594784485
Grenada,Austria,80148
Greenland,Austria,2451599
Guatemala,Austria,23661229
Guam,Austria,49072
Guyana,Austria,878797
Hong Kong,Austria,551997559
Honduras,Austria,10849868
Croatia,Austria,1474652780
Haiti,Austria,1642299
Hungary,Austria,6131348403
Indonesia,Austria,264243672
India,Austria,1026895127
Ireland,Austria,383583892
Iran,Austria,145104597
Iraq,Austria,81456217
Iceland,Austria,46921399
Israel,Austria,454786764
Italy,Austria,10808279446
Jamaica,Austria,5062009
Jordan,Austria,50190171
Japan,Austria,1778020879
Kazakhstan,Austria,165784443
Kenya,Austria,40863425
Kyrgyzstan,Austria,10272201
Cambodia,Austria,19019812
St Kitts and Nevis,Austria,227750
South Korea,Austria,1321181075
Kuwait,Austria,99307628
Laos,Austria,10703603
Lebanon,Austria,53035831
Liberia,Austria,1799897
Libya,Austria,71653646
Saint Lucia,Austria,1038112
Sri Lanka,Austria,82546831
Lesotho,Austria,364217
Lithuania,Austria,300372450
Luxembourg,Austria,204094609
Latvia,Austria,170077190
Macau,Austria,3981620
Morocco,Austria,182879791
Moldova,Austria,94049857
Madagascar,Austria,2951203
Maldives,Austria,10981918
Mexico,Austria,1494939861
Marshall Islands,Austria,136747
Macedonia,Austria,134755291
Mali,Austria,146106995
Malta,Austria,80972083
Myanmar,Austria,38810685
Montenegro,Austria,62297843
Mongolia,Austria,33241715
Mozambique,Austria,5581927
Mauritania,Austria,17277647
Montserrat,Austria,9112
Mauritius,Austria,17757939
Malawi,Austria,2264350
Malaysia,Austria,518864760
Namibia,Austria,19442933
New Caledonia,Austria,3218502
Niger,Austria,2620879
Nigeria,Austria,116293459
Nicaragua,Austria,6795828
Niue,Austria,5429
Netherlands,Austria,3286753176
Norway,Austria,794516147
Nepal,Austria,4879672
New Zealand,Austria,198335307
Oman,Austria,59258827
Pakistan,Austria,157322393
Panama,Austria,27808153
Peru,Austria,83874120
Philippines,Austria,171427839
Palau,Austria,4060
Papua New Guinea,Austria,1731365
Poland,Austria,5769139479
North Korea,Austria,481952
Portugal,Austria,496503575
Paraguay,Austria,15757353
Palestine,Austria,6484383
French Polynesia,Austria,1915483
Qatar,Austria,130189031
Romania,Austria,2805957926
Russia,Austria,2638897892
Rwanda,Austria,1831392
Saudi Arabia,Austria,448235055
Sudan,Austria,11968830
Senegal,Austria,44889512
Singapore,Austria,378279224
St Helena,Austria,3987
Solomon Islands,Austria,172389
Sierra Leone,Austria,1060575
El Salvador,Austria,12176833
San Marino,Austria,9963061
Somalia,Austria,518734
Serbia,Austria,938093189
South Sudan,Austria,849529
Sao Tome And Principe,Austria,8238
Suriname,Austria,1487963
Slovakia,Austria,3521384646
Slovenia,Austria,3542553517
Sweden,Austria,1942891619
Swaziland,Austria,1206028
Saint Maarten,Austria,794785
Seychelles,Austria,1009634
Syria,Austria,10499322
Turks and Caicos Isds,Austria,102009
Chad,Austria,2784833
Togo,Austria,1769437
Thailand,Austria,521839319
Tajikistan,Austria,6000892
Tokelau,Austria,5297
Turkmenistan,Austria,23186976
Tonga,Austria,623
Trinidad And Tobago,Austria,28154550
Tunisia,Austria,101156209
Turkey,Austria,1268987591
Tanzania,Austria,25758967
Uganda,Austria,9239121
Ukraine,Austria,640085380
United States Minor Outlying Islands,Austria,25100
Uruguay,Austria,21751333
United States,Austria,11366169109
Uzbekistan,Austria,123021682
Vatican City State,Austria,437990
St Vincent and the Grenadines,Austria,151601
Venezuela,Austria,8792987
Vietnam,Austria,284618621
Vanuatu,Austria,35610
Samoa,Austria,128368
Yemen,Austria,10231805
South Africa,Austria,675789172
Zambia,Austria,7374924
Zimbabwe,Austria,1329409
Aruba,Azerbaijan,69720
Afghanistan,Azerbaijan,82698368
Angola,Azerbaijan,22299
United Arab Emirates,Azerbaijan,13928109
Argentina,Azerbaijan,41067
Australia,Azerbaijan,40087909
Austria,Azerbaijan,185734930
Belgium,Azerbaijan,6535506
Bangladesh,Azerbaijan,254341
Bulgaria,Azerbaijan,79696684
Bahrain,Azerbaijan,205115
Bosnia And Herzegovina,Azerbaijan,16658
Belarus,Azerbaijan,21103904
Bermuda,Azerbaijan,16158
Brazil,Azerbaijan,5509723
Brunei,Azerbaijan,26059
Canada,Azerbaijan,138215793
Switzerland,Azerbaijan,179090071
China,Azerbaijan,752162634
Cameroon,Azerbaijan,43883
Congo,Azerbaijan,60101
Republic of the Congo,Azerbaijan,4063
Colombia,Azerbaijan,96551
Cuba,Azerbaijan,12118
Cayman Islands,Azerbaijan,20794
Cyprus,Azerbaijan,13362921
Czech Republic,Azerbaijan,647451223
Germany,Azerbaijan,931783425
Djibouti,Azerbaijan,3751
Denmark,Azerbaijan,999192
Algeria,Azerbaijan,347673
Ecuador,Azerbaijan,1078
Egypt,Azerbaijan,41831333
Spain,Azerbaijan,704459847
Estonia,Azerbaijan,2295063
Ethiopia,Azerbaijan,973
Finland,Azerbaijan,398000
France,Azerbaijan,536648429
Gabon,Azerbaijan,15772
United Kingdom,Azerbaijan,457750865
Georgia,Azerbaijan,586904085
Ghana,Azerbaijan,26303
Gibraltar,Azerbaijan,45927297
Guinea,Azerbaijan,881
Equatorial Guinea,Azerbaijan,757
Greece,Azerbaijan,242757953
Guyana,Azerbaijan,3706
Hong Kong,Azerbaijan,2639397
Croatia,Azerbaijan,436550428
Hungary,Azerbaijan,670294
Indonesia,Azerbaijan,366176
India,Azerbaijan,955865622
Ireland,Azerbaijan,39863
Iran,Azerbaijan,41130681
Iraq,Azerbaijan,13600525
Iceland,Azerbaijan,18698
Israel,Azerbaijan,1331616187
Italy,Azerbaijan,5638641820
Jordan,Azerbaijan,20016
Japan,Azerbaijan,90215984
Kazakhstan,Azerbaijan,24022630
Kenya,Azerbaijan,1200
Kyrgyzstan,Azerbaijan,2743667
South Korea,Azerbaijan,137876
Kuwait,Azerbaijan,236454
Lebanon,Azerbaijan,32183
Libya,Azerbaijan,43806730
Sri Lanka,Azerbaijan,5910
Lithuania,Azerbaijan,2125134
Luxembourg,Azerbaijan,17608406
Latvia,Azerbaijan,855410
Morocco,Azerbaijan,1570
Moldova,Azerbaijan,3100745
Mexico,Azerbaijan,118137
Macedonia,Azerbaijan,156742
Malta,Azerbaijan,12492989
Myanmar,Azerbaijan,36250
Montenegro,Azerbaijan,228822
Mongolia,Azerbaijan,44859
Mozambique,Azerbaijan,17660
Malaysia,Azerbaijan,596798
Namibia,Azerbaijan,5894
Niger,Azerbaijan,2906641
Nigeria,Azerbaijan,320259
Netherlands,Azerbaijan,68000362
Norway,Azerbaijan,3594568
New Zealand,Azerbaijan,111049
Oman,Azerbaijan,239343
Pakistan,Azerbaijan,311993
Peru,Azerbaijan,10184
Philippines,Azerbaijan,4886
Poland,Azerbaijan,3875531
Portugal,Azerbaijan,353914910
Qatar,Azerbaijan,1330427
Romania,Azerbaijan,139189497
Russia,Azerbaijan,724342170
Saudi Arabia,Azerbaijan,1803414
Sudan,Azerbaijan,4395
Senegal,Azerbaijan,18025
Singapore,Azerbaijan,1022010
Serbia,Azerbaijan,408946
Slovakia,Azerbaijan,420928
Slovenia,Azerbaijan,26021
Sweden,Azerbaijan,467714
Thailand,Azerbaijan,359698085
Tajikistan,Azerbaijan,3150492
Turkmenistan,Azerbaijan,23066498
Trinidad And Tobago,Azerbaijan,81366
Tunisia,Azerbaijan,23406
Turkey,Azerbaijan,2862694575
Ukraine,Azerbaijan,340552637
United States,Azerbaijan,24127146
Uzbekistan,Azerbaijan,28870505
Venezuela,Azerbaijan,20148
Vietnam,Azerbaijan,58848241
Yemen,Azerbaijan,194835
South Africa,Azerbaijan,19261
Angola,Burundi,24107
United Arab Emirates,Burundi,50216348
Australia,Burundi,122785
Belgium,Burundi,12147857
Benin,Burundi,3000
Bangladesh,Burundi,1509
Canada,Burundi,329293
Switzerland,Burundi,9468240
China,Burundi,5571302
Ivory Coast,Burundi,3772
Cameroon,Burundi,500
Congo,Burundi,18904120
Republic of the Congo,Burundi,40005
Costa Rica,Burundi,253
Germany,Burundi,7559692
Denmark,Burundi,4253
Egypt,Burundi,6473380
Spain,Burundi,28102
Ethiopia,Burundi,1125347
France,Burundi,896663
United Kingdom,Burundi,4568189
Ghana,Burundi,4352
Guinea,Burundi,58
Greece,Burundi,2966
Hong Kong,Burundi,10038
Haiti,Burundi,17555
India,Burundi,486155
Italy,Burundi,1088719
Jamaica,Burundi,7132
Jordan,Burundi,55648
Japan,Burundi,165545
Kenya,Burundi,4198110
South Korea,Burundi,422797
Madagascar,Burundi,2499
Mexico,Burundi,192
Mali,Burundi,1818
Malta,Burundi,15467
Mauritania,Burundi,35045
Mauritius,Burundi,438716
Malawi,Burundi,32695
Malaysia,Burundi,169270
Niger,Burundi,502
Nigeria,Burundi,5608
Netherlands,Burundi,1408891
Norway,Burundi,129436
New Zealand,Burundi,36532
Oman,Burundi,3145540
Pakistan,Burundi,13144839
Russia,Burundi,333113
Rwanda,Burundi,5435866
Saudi Arabia,Burundi,11960
Sudan,Burundi,2657167
Senegal,Burundi,1144
Singapore,Burundi,5818303
Sweden,Burundi,51394
Swaziland,Burundi,252363
Seychelles,Burundi,1042120
Thailand,Burundi,3121
Tajikistan,Burundi,439
Tunisia,Burundi,44199
Turkey,Burundi,213054
Tanzania,Burundi,2519042
Uganda,Burundi,4433933
Ukraine,Burundi,13122
United States,Burundi,2039163
South Africa,Burundi,163329
Zambia,Burundi,1131137
Zimbabwe,Burundi,277907
